"# Municipality code crosswalk across boundary/demarcation versions, ALL PROVINCES (national), 2000-2026."
# Sources: IEC Atlas GeoServer (atlas.elections.org.za) per-election-year municipality layers (2000/2006/2011/2016/2021); MDB_Local_Municipalities_2026.csv (current).
"# Raw / unfiltered by design -- province-level filtering (e.g. to Mpumalanga) to be done as a later cleaning step, not here."
municipality_code,municipality_name,province,election_year,boundary_version
FS184,Matjhabeng,Free State,2016,LGE2016_boundary
FS185,Nala,Free State,2016,LGE2016_boundary
FS191,Setsoto,Free State,2016,LGE2016_boundary
FS192,Dihlabeng,Free State,2016,LGE2016_boundary
FS193,Nketoana,Free State,2016,LGE2016_boundary
FS194,Maluti a Phofung,Free State,2016,LGE2016_boundary
FS195,Phumelela,Free State,2016,LGE2016_boundary
FS196,Mantsopa,Free State,2016,LGE2016_boundary
FS201,Moqhaka,Free State,2016,LGE2016_boundary
FS203,Ngwathe,Free State,2016,LGE2016_boundary
FS204,Metsimaholo,Free State,2016,LGE2016_boundary
FS205,Mafube,Free State,2016,LGE2016_boundary
MAN,MAN - Mangaung,Free State,2016,LGE2016_boundary
EKU,EKU - Ekurhuleni,Gauteng,2016,LGE2016_boundary
GT421,Emfuleni,Gauteng,2016,LGE2016_boundary
GT422,Midvaal,Gauteng,2016,LGE2016_boundary
GT423,Lesedi,Gauteng,2016,LGE2016_boundary
GT481,Mogale City,Gauteng,2016,LGE2016_boundary
GT484,Merafong City,Gauteng,2016,LGE2016_boundary
GT485,Rand West City,Gauteng,2016,LGE2016_boundary
JHB,JHB - City of Johannesburg,Gauteng,2016,LGE2016_boundary
TSH,TSH - Tshwane Metro,Gauteng,2016,LGE2016_boundary
ETH,ETH - eThekwini,KwaZulu-Natal,2016,LGE2016_boundary
KZN212,uMdoni,KwaZulu-Natal,2016,LGE2016_boundary
KZN213,uMzumbe,KwaZulu-Natal,2016,LGE2016_boundary
KZN214,uMuziwabantu,KwaZulu-Natal,2016,LGE2016_boundary
KZN216,Ray Nkonyeni,KwaZulu-Natal,2016,LGE2016_boundary
KZN221,uMshwathi,KwaZulu-Natal,2016,LGE2016_boundary
KZN222,uMngeni,KwaZulu-Natal,2016,LGE2016_boundary
KZN223,Mpofana,KwaZulu-Natal,2016,LGE2016_boundary
KZN224,iMpendle,KwaZulu-Natal,2016,LGE2016_boundary
KZN225,Msunduzi,KwaZulu-Natal,2016,LGE2016_boundary
KZN226,Mkhambathini,KwaZulu-Natal,2016,LGE2016_boundary
KZN227,Richmond,KwaZulu-Natal,2016,LGE2016_boundary
KZN235,Okhahlamba,KwaZulu-Natal,2016,LGE2016_boundary
KZN237,iNkosi Langalibalele,KwaZulu-Natal,2016,LGE2016_boundary
KZN238,Alfred Duma,KwaZulu-Natal,2016,LGE2016_boundary
KZN241,eNdumeni,KwaZulu-Natal,2016,LGE2016_boundary
KZN242,Nqutu,KwaZulu-Natal,2016,LGE2016_boundary
KZN244,uMsinga,KwaZulu-Natal,2016,LGE2016_boundary
KZN245,uMvoti,KwaZulu-Natal,2016,LGE2016_boundary
KZN252,Newcastle,KwaZulu-Natal,2016,LGE2016_boundary
KZN253,eMadlangeni,KwaZulu-Natal,2016,LGE2016_boundary
KZN254,Dannhauser,KwaZulu-Natal,2016,LGE2016_boundary
KZN261,eDumbe,KwaZulu-Natal,2016,LGE2016_boundary
KZN262,uPhongolo,KwaZulu-Natal,2016,LGE2016_boundary
KZN263,AbaQulusi,KwaZulu-Natal,2016,LGE2016_boundary
KZN265,Nongoma,KwaZulu-Natal,2016,LGE2016_boundary
KZN266,Ulundi,KwaZulu-Natal,2016,LGE2016_boundary
KZN271,uMhlabuyalingana,KwaZulu-Natal,2016,LGE2016_boundary
KZN272,Jozini,KwaZulu-Natal,2016,LGE2016_boundary
KZN275,Mtubatuba,KwaZulu-Natal,2016,LGE2016_boundary
KZN276,Big Five Hlabisa,KwaZulu-Natal,2016,LGE2016_boundary
KZN281,uMfolozi,KwaZulu-Natal,2016,LGE2016_boundary
KZN282,uMhlathuze,KwaZulu-Natal,2016,LGE2016_boundary
KZN284,uMlalazi,KwaZulu-Natal,2016,LGE2016_boundary
KZN285,Mthonjaneni,KwaZulu-Natal,2016,LGE2016_boundary
KZN286,Nkandla,KwaZulu-Natal,2016,LGE2016_boundary
KZN291,Mandeni,KwaZulu-Natal,2016,LGE2016_boundary
KZN292,KwaDukuza,KwaZulu-Natal,2016,LGE2016_boundary
KZN293,Ndwedwe,KwaZulu-Natal,2016,LGE2016_boundary
KZN294,Maphumulo,KwaZulu-Natal,2016,LGE2016_boundary
KZN433,Greater Kokstad,KwaZulu-Natal,2016,LGE2016_boundary
KZN434,uBuhlebezwe,KwaZulu-Natal,2016,LGE2016_boundary
KZN435,uMzimkhulu,KwaZulu-Natal,2016,LGE2016_boundary
KZN436,Dr. Nkosazana Dlamini Zuma,KwaZulu-Natal,2016,LGE2016_boundary
LIM331,Greater Giyani,Limpopo,2016,LGE2016_boundary
LIM332,Greater Letaba,Limpopo,2016,LGE2016_boundary
LIM333,Greater Tzaneen,Limpopo,2016,LGE2016_boundary
LIM334,Ba-Phalaborwa,Limpopo,2016,LGE2016_boundary
LIM335,Maruleng,Limpopo,2016,LGE2016_boundary
LIM341,Musina,Limpopo,2016,LGE2016_boundary
LIM343,Thulamela,Limpopo,2016,LGE2016_boundary
LIM344,Makhado,Limpopo,2016,LGE2016_boundary
LIM345,Collins Chabane,Limpopo,2016,LGE2016_boundary
LIM351,Blouberg,Limpopo,2016,LGE2016_boundary
LIM353,Molemole,Limpopo,2016,LGE2016_boundary
LIM354,Polokwane,Limpopo,2016,LGE2016_boundary
LIM355,Lepele-Nkumpi,Limpopo,2016,LGE2016_boundary
LIM361,Thabazimbi,Limpopo,2016,LGE2016_boundary
LIM362,Lephalale,Limpopo,2016,LGE2016_boundary
LIM366,Bela-Bela,Limpopo,2016,LGE2016_boundary
LIM367,Mogalakwena,Limpopo,2016,LGE2016_boundary
LIM368,Modimolle/Mookgopong,Limpopo,2016,LGE2016_boundary
LIM471,Ephraim Mogale,Limpopo,2016,LGE2016_boundary
LIM472,Elias Motsoaledi,Limpopo,2016,LGE2016_boundary
LIM473,Makhuduthamaga,Limpopo,2016,LGE2016_boundary
LIM476,Greater Tubatse/Fetakgomo,Limpopo,2016,LGE2016_boundary
MP301,Chief Albert Luthuli,Mpumalanga,2016,LGE2016_boundary
MP302,Msukaligwa,Mpumalanga,2016,LGE2016_boundary
MP303,Mkhondo,Mpumalanga,2016,LGE2016_boundary
MP304,Dr Pixley Ka Isaka Seme,Mpumalanga,2016,LGE2016_boundary
MP305,Lekwa,Mpumalanga,2016,LGE2016_boundary
MP306,Dipaleseng,Mpumalanga,2016,LGE2016_boundary
MP307,Govan Mbeki,Mpumalanga,2016,LGE2016_boundary
MP311,Victor Khanye,Mpumalanga,2016,LGE2016_boundary
MP312,Emalahleni,Mpumalanga,2016,LGE2016_boundary
MP313,Steve Tshwete,Mpumalanga,2016,LGE2016_boundary
MP314,Emakhazeni,Mpumalanga,2016,LGE2016_boundary
MP315,Thembisile Hani,Mpumalanga,2016,LGE2016_boundary
MP316,Dr JS Moroka,Mpumalanga,2016,LGE2016_boundary
MP321,Thaba Chweu,Mpumalanga,2016,LGE2016_boundary
MP324,Nkomazi,Mpumalanga,2016,LGE2016_boundary
MP325,Bushbuckridge,Mpumalanga,2016,LGE2016_boundary
MP326,City of Mbombela,Mpumalanga,2016,LGE2016_boundary
NW371,Moretele,North West,2016,LGE2016_boundary
NW372,Madibeng,North West,2016,LGE2016_boundary
NW373,Rustenburg,North West,2016,LGE2016_boundary
NW374,Kgetlengrivier,North West,2016,LGE2016_boundary
NW375,Moses Kotane,North West,2016,LGE2016_boundary
NW381,Ratlou,North West,2016,LGE2016_boundary
NW382,Tswaing,North West,2016,LGE2016_boundary
NW383,Mafikeng,North West,2016,LGE2016_boundary
NW384,Ditsobotla,North West,2016,LGE2016_boundary
NW385,Ramotshere Moiloa,North West,2016,LGE2016_boundary
NW392,Naledi,North West,2016,LGE2016_boundary
NW393,Mamusa,North West,2016,LGE2016_boundary
NW394,Greater Taung,North West,2016,LGE2016_boundary
NW396,Lekwa-Teemane,North West,2016,LGE2016_boundary
NW397,Ganyesa/Pomfret,North West,2016,LGE2016_boundary
NW403,Matlosana,North West,2016,LGE2016_boundary
NW404,Maquassi Hills,North West,2016,LGE2016_boundary
NW405,JB Marks,North West,2016,LGE2016_boundary
NC061,RICHTERSVELD,Northern Cape,2016,LGE2016_boundary
NC062,NAMA KHOI,Northern Cape,2016,LGE2016_boundary
NC064,KAMIESBERG,Northern Cape,2016,LGE2016_boundary
NC065,HANTAM,Northern Cape,2016,LGE2016_boundary
NC066,KAROO HOOGLAND,Northern Cape,2016,LGE2016_boundary
NC067,KHI-MA,Northern Cape,2016,LGE2016_boundary
NC071,UBUNTU,Northern Cape,2016,LGE2016_boundary
NC072,UMSOBOMVU,Northern Cape,2016,LGE2016_boundary
NC073,EMTHANJENI,Northern Cape,2016,LGE2016_boundary
NC074,KAREEBERG,Northern Cape,2016,LGE2016_boundary
NC075,RENOSTERBERG,Northern Cape,2016,LGE2016_boundary
NC076,THEMBELIHLE,Northern Cape,2016,LGE2016_boundary
NC077,SIYATHEMBA,Northern Cape,2016,LGE2016_boundary
NC078,SIYANCUMA,Northern Cape,2016,LGE2016_boundary
NC082,KAI !GARIB,Northern Cape,2016,LGE2016_boundary
NC084,!KHEIS,Northern Cape,2016,LGE2016_boundary
NC085,TSANTSABANE,Northern Cape,2016,LGE2016_boundary
NC086,KGATELOPELE,Northern Cape,2016,LGE2016_boundary
NC087,Dawid Kruiper,Northern Cape,2016,LGE2016_boundary
NC091,Sol Plaatje,Northern Cape,2016,LGE2016_boundary
NC092,Dikgatlong,Northern Cape,2016,LGE2016_boundary
NC093,Magareng,Northern Cape,2016,LGE2016_boundary
NC094,Phokwane,Northern Cape,2016,LGE2016_boundary
NC451,Joe Morolong,Northern Cape,2016,LGE2016_boundary
NC452,GA-SEGONYANA,Northern Cape,2016,LGE2016_boundary
NC453,GAMAGARA,Northern Cape,2016,LGE2016_boundary
CPT,CPT - City of Cape Town,Western Cape,2016,LGE2016_boundary
WC011,Matzikama,Western Cape,2016,LGE2016_boundary
WC012,Cederberg,Western Cape,2016,LGE2016_boundary
WC013,Bergrivier,Western Cape,2016,LGE2016_boundary
WC014,Saldanha Bay,Western Cape,2016,LGE2016_boundary
WC015,Swartland,Western Cape,2016,LGE2016_boundary
WC022,Witzenberg,Western Cape,2016,LGE2016_boundary
WC023,Drakenstein,Western Cape,2016,LGE2016_boundary
WC024,Stellenbosch,Western Cape,2016,LGE2016_boundary
WC025,Breede Valley,Western Cape,2016,LGE2016_boundary
WC026,Langeberg,Western Cape,2016,LGE2016_boundary
WC031,Theewaterskloof,Western Cape,2016,LGE2016_boundary
WC032,Overstrand,Western Cape,2016,LGE2016_boundary
WC033,Cape Agulhas,Western Cape,2016,LGE2016_boundary
WC034,Swellendam,Western Cape,2016,LGE2016_boundary
WC041,Kannaland,Western Cape,2016,LGE2016_boundary
WC042,Hessequa,Western Cape,2016,LGE2016_boundary
WC043,Mossel Bay,Western Cape,2016,LGE2016_boundary
WC044,George,Western Cape,2016,LGE2016_boundary
WC045,Oudtshoorn,Western Cape,2016,LGE2016_boundary
WC047,Bitou,Western Cape,2016,LGE2016_boundary
WC048,Knysna,Western Cape,2016,LGE2016_boundary
WC051,Laingsburg,Western Cape,2016,LGE2016_boundary
WC052,Prince Albert,Western Cape,2016,LGE2016_boundary
WC053,Beaufort West,Western Cape,2016,LGE2016_boundary
BUF,BUF - Buffalo City,Eastern Cape,2021,LGE2021_boundary
EC101,Dr. Beyers Naude,Eastern Cape,2021,LGE2021_boundary
EC102,Blue Crane Route,Eastern Cape,2021,LGE2021_boundary
EC104,Makana,Eastern Cape,2021,LGE2021_boundary
EC105,Ndlambe,Eastern Cape,2021,LGE2021_boundary
EC106,Sundays River Valley,Eastern Cape,2021,LGE2021_boundary
EC108,Kouga,Eastern Cape,2021,LGE2021_boundary
EC109,Kou-Kamma,Eastern Cape,2021,LGE2021_boundary
EC121,Mbhashe,Eastern Cape,2021,LGE2021_boundary
EC122,Mnquma,Eastern Cape,2021,LGE2021_boundary
EC123,Great Kei,Eastern Cape,2021,LGE2021_boundary
EC124,Amahlathi,Eastern Cape,2021,LGE2021_boundary
EC126,Ngqushwa,Eastern Cape,2021,LGE2021_boundary
EC129,Raymond Mhlaba,Eastern Cape,2021,LGE2021_boundary
EC131,Inxuba Yethemba,Eastern Cape,2021,LGE2021_boundary
EC135,Intsika Yethu,Eastern Cape,2021,LGE2021_boundary
EC136,Emalahleni,Eastern Cape,2021,LGE2021_boundary
EC137,Engcobo,Eastern Cape,2021,LGE2021_boundary
EC138,Sakhisizwe,Eastern Cape,2021,LGE2021_boundary
EC139,Enoch Mgijima,Eastern Cape,2021,LGE2021_boundary
EC141,Elundini,Eastern Cape,2021,LGE2021_boundary
EC142,Senqu,Eastern Cape,2021,LGE2021_boundary
EC145,Walter Sisulu,Eastern Cape,2021,LGE2021_boundary
EC153,Ngquza Hill,Eastern Cape,2021,LGE2021_boundary
EC154,Port St Johns,Eastern Cape,2021,LGE2021_boundary
EC155,Nyandeni,Eastern Cape,2021,LGE2021_boundary
EC156,Mhlontlo,Eastern Cape,2021,LGE2021_boundary
EC157,King Sabata Dalindyebo,Eastern Cape,2021,LGE2021_boundary
EC441,Matatiele,Eastern Cape,2021,LGE2021_boundary
EC442,Umzimvubu,Eastern Cape,2021,LGE2021_boundary
EC443,Winnie Madikizela-Mandela,Eastern Cape,2021,LGE2021_boundary
EC444,Ntabankulu,Eastern Cape,2021,LGE2021_boundary
NMA,NMA - Nelson Mandela Bay,Eastern Cape,2021,LGE2021_boundary
FS161,Letsemeng,Free State,2021,LGE2021_boundary
FS162,Kopanong,Free State,2021,LGE2021_boundary
FS163,Mohokare,Free State,2021,LGE2021_boundary
FS181,Masilonyana,Free State,2021,LGE2021_boundary
FS182,Tokologo,Free State,2021,LGE2021_boundary
FS183,Tswelopele,Free State,2021,LGE2021_boundary
FS184,Matjhabeng,Free State,2021,LGE2021_boundary
FS185,Nala,Free State,2021,LGE2021_boundary
FS191,Setsoto,Free State,2021,LGE2021_boundary
FS192,Dihlabeng,Free State,2021,LGE2021_boundary
FS193,Nketoana,Free State,2021,LGE2021_boundary
FS194,Maluti a Phofung,Free State,2021,LGE2021_boundary
FS195,Phumelela,Free State,2021,LGE2021_boundary
FS196,Mantsopa,Free State,2021,LGE2021_boundary
FS201,Moqhaka,Free State,2021,LGE2021_boundary
FS203,Ngwathe,Free State,2021,LGE2021_boundary
FS204,Metsimaholo,Free State,2021,LGE2021_boundary
FS205,Mafube,Free State,2021,LGE2021_boundary
MAN,MAN - Mangaung,Free State,2021,LGE2021_boundary
COT,COT - City Of Tshwane,Gauteng,2021,LGE2021_boundary
EKU,EKU - Ekurhuleni,Gauteng,2021,LGE2021_boundary
GT421,Emfuleni,Gauteng,2021,LGE2021_boundary
GT422,Midvaal,Gauteng,2021,LGE2021_boundary
GT423,Lesedi,Gauteng,2021,LGE2021_boundary
GT481,Mogale City,Gauteng,2021,LGE2021_boundary
GT484,Merafong City,Gauteng,2021,LGE2021_boundary
GT485,Rand West City,Gauteng,2021,LGE2021_boundary
JHB,JHB - City of Johannesburg,Gauteng,2021,LGE2021_boundary
ETH,ETH - eThekwini,KwaZulu-Natal,2021,LGE2021_boundary
KZN212,uMdoni,KwaZulu-Natal,2021,LGE2021_boundary
KZN213,uMzumbe,KwaZulu-Natal,2021,LGE2021_boundary
KZN214,uMuziwabantu,KwaZulu-Natal,2021,LGE2021_boundary
KZN216,Ray Nkonyeni,KwaZulu-Natal,2021,LGE2021_boundary
KZN221,uMshwathi,KwaZulu-Natal,2021,LGE2021_boundary
KZN222,uMngeni,KwaZulu-Natal,2021,LGE2021_boundary
KZN223,Mpofana,KwaZulu-Natal,2021,LGE2021_boundary
KZN224,iMpendle,KwaZulu-Natal,2021,LGE2021_boundary
KZN225,Msunduzi,KwaZulu-Natal,2021,LGE2021_boundary
KZN226,Mkhambathini,KwaZulu-Natal,2021,LGE2021_boundary
KZN227,Richmond,KwaZulu-Natal,2021,LGE2021_boundary
KZN235,Okhahlamba,KwaZulu-Natal,2021,LGE2021_boundary
KZN237,iNkosi Langalibalele,KwaZulu-Natal,2021,LGE2021_boundary
KZN238,Alfred Duma,KwaZulu-Natal,2021,LGE2021_boundary
KZN241,eNdumeni,KwaZulu-Natal,2021,LGE2021_boundary
KZN242,Nqutu,KwaZulu-Natal,2021,LGE2021_boundary
KZN244,uMsinga,KwaZulu-Natal,2021,LGE2021_boundary
KZN245,uMvoti,KwaZulu-Natal,2021,LGE2021_boundary
KZN252,Newcastle,KwaZulu-Natal,2021,LGE2021_boundary
KZN253,eMadlangeni,KwaZulu-Natal,2021,LGE2021_boundary
KZN254,Dannhauser,KwaZulu-Natal,2021,LGE2021_boundary
KZN261,eDumbe,KwaZulu-Natal,2021,LGE2021_boundary
KZN262,uPhongolo,KwaZulu-Natal,2021,LGE2021_boundary
KZN263,AbaQulusi,KwaZulu-Natal,2021,LGE2021_boundary
KZN265,Nongoma,KwaZulu-Natal,2021,LGE2021_boundary
KZN266,Ulundi,KwaZulu-Natal,2021,LGE2021_boundary
KZN271,uMhlabuyalingana,KwaZulu-Natal,2021,LGE2021_boundary
KZN272,Jozini,KwaZulu-Natal,2021,LGE2021_boundary
KZN275,Mtubatuba,KwaZulu-Natal,2021,LGE2021_boundary
KZN276,Big Five Hlabisa,KwaZulu-Natal,2021,LGE2021_boundary
KZN281,uMfolozi,KwaZulu-Natal,2021,LGE2021_boundary
KZN282,uMhlathuze,KwaZulu-Natal,2021,LGE2021_boundary
KZN284,uMlalazi,KwaZulu-Natal,2021,LGE2021_boundary
KZN285,Mthonjaneni,KwaZulu-Natal,2021,LGE2021_boundary
KZN286,Nkandla,KwaZulu-Natal,2021,LGE2021_boundary
KZN291,Mandeni,KwaZulu-Natal,2021,LGE2021_boundary
KZN292,KwaDukuza,KwaZulu-Natal,2021,LGE2021_boundary
KZN293,Ndwedwe,KwaZulu-Natal,2021,LGE2021_boundary
KZN294,Maphumulo,KwaZulu-Natal,2021,LGE2021_boundary
KZN433,Greater Kokstad,KwaZulu-Natal,2021,LGE2021_boundary
KZN434,uBuhlebezwe,KwaZulu-Natal,2021,LGE2021_boundary
KZN435,uMzimkhulu,KwaZulu-Natal,2021,LGE2021_boundary
KZN436,Dr. Nkosazana Dlamini Zuma,KwaZulu-Natal,2021,LGE2021_boundary
LIM331,Greater Giyani,Limpopo,2021,LGE2021_boundary
LIM332,Greater Letaba,Limpopo,2021,LGE2021_boundary
LIM333,Greater Tzaneen,Limpopo,2021,LGE2021_boundary
LIM334,Ba-Phalaborwa,Limpopo,2021,LGE2021_boundary
LIM335,Maruleng,Limpopo,2021,LGE2021_boundary
LIM341,Musina,Limpopo,2021,LGE2021_boundary
LIM343,Thulamela,Limpopo,2021,LGE2021_boundary
LIM344,Makhado,Limpopo,2021,LGE2021_boundary
LIM345,Collins Chabane,Limpopo,2021,LGE2021_boundary
LIM351,Blouberg,Limpopo,2021,LGE2021_boundary
LIM353,Molemole,Limpopo,2021,LGE2021_boundary
LIM354,Polokwane,Limpopo,2021,LGE2021_boundary
LIM355,Lepele-Nkumpi,Limpopo,2021,LGE2021_boundary
LIM361,Thabazimbi,Limpopo,2021,LGE2021_boundary
LIM362,Lephalale,Limpopo,2021,LGE2021_boundary
LIM366,Bela-Bela,Limpopo,2021,LGE2021_boundary
LIM367,Mogalakwena,Limpopo,2021,LGE2021_boundary
LIM368,Modimolle-Mookgophong,Limpopo,2021,LGE2021_boundary
LIM471,Ephraim Mogale,Limpopo,2021,LGE2021_boundary
LIM472,Elias Motsoaledi,Limpopo,2021,LGE2021_boundary
LIM473,Makhuduthamaga,Limpopo,2021,LGE2021_boundary
LIM476,Fetakgomo Tubatse,Limpopo,2021,LGE2021_boundary
MP301,Chief Albert Luthuli,Mpumalanga,2021,LGE2021_boundary
MP302,Msukaligwa,Mpumalanga,2021,LGE2021_boundary
MP303,Mkhondo,Mpumalanga,2021,LGE2021_boundary
MP304,Dr Pixley Ka Isaka Seme,Mpumalanga,2021,LGE2021_boundary
MP305,Lekwa,Mpumalanga,2021,LGE2021_boundary
MP306,Dipaleseng,Mpumalanga,2021,LGE2021_boundary
MP307,Govan Mbeki,Mpumalanga,2021,LGE2021_boundary
MP311,Victor Khanye,Mpumalanga,2021,LGE2021_boundary
MP312,Emalahleni,Mpumalanga,2021,LGE2021_boundary
MP313,Steve Tshwete,Mpumalanga,2021,LGE2021_boundary
MP314,Emakhazeni,Mpumalanga,2021,LGE2021_boundary
MP315,Thembisile Hani,Mpumalanga,2021,LGE2021_boundary
MP316,Dr JS Moroka,Mpumalanga,2021,LGE2021_boundary
MP321,Thaba Chweu,Mpumalanga,2021,LGE2021_boundary
MP324,Nkomazi,Mpumalanga,2021,LGE2021_boundary
MP325,Bushbuckridge,Mpumalanga,2021,LGE2021_boundary
MP326,City of Mbombela,Mpumalanga,2021,LGE2021_boundary
NW371,Moretele,North West,2021,LGE2021_boundary
NW372,Madibeng,North West,2021,LGE2021_boundary
NW373,Rustenburg,North West,2021,LGE2021_boundary
NW374,Kgetlengrivier,North West,2021,LGE2021_boundary
NW375,Moses Kotane,North West,2021,LGE2021_boundary
NW381,Ratlou,North West,2021,LGE2021_boundary
NW382,Tswaing,North West,2021,LGE2021_boundary
NW383,Mafikeng,North West,2021,LGE2021_boundary
NW384,Ditsobotla,North West,2021,LGE2021_boundary
NW385,Ramotshere Moiloa,North West,2021,LGE2021_boundary
NW392,Naledi,North West,2021,LGE2021_boundary
NW393,Mamusa,North West,2021,LGE2021_boundary
NW394,Greater Taung,North West,2021,LGE2021_boundary
NW396,Lekwa-Teemane,North West,2021,LGE2021_boundary
NW397,Ganyesa/Pomfret,North West,2021,LGE2021_boundary
NW403,Matlosana,North West,2021,LGE2021_boundary
NW404,Maquassi Hills,North West,2021,LGE2021_boundary
NW405,JB Marks,North West,2021,LGE2021_boundary
NC061,RICHTERSVELD,Northern Cape,2021,LGE2021_boundary
NC062,NAMA KHOI,Northern Cape,2021,LGE2021_boundary
NC064,KAMIESBERG,Northern Cape,2021,LGE2021_boundary
NC065,HANTAM,Northern Cape,2021,LGE2021_boundary
NC066,KAROO HOOGLAND,Northern Cape,2021,LGE2021_boundary
NC067,KHaI-MA,Northern Cape,2021,LGE2021_boundary
NC071,UBUNTU,Northern Cape,2021,LGE2021_boundary
NC072,UMSOBOMVU,Northern Cape,2021,LGE2021_boundary
NC073,EMTHANJENI,Northern Cape,2021,LGE2021_boundary
NC074,KAREEBERG,Northern Cape,2021,LGE2021_boundary
NC075,RENOSTERBERG,Northern Cape,2021,LGE2021_boundary
NC076,THEMBELIHLE,Northern Cape,2021,LGE2021_boundary
NC077,SIYATHEMBA,Northern Cape,2021,LGE2021_boundary
NC078,SIYANCUMA,Northern Cape,2021,LGE2021_boundary
NC082,KAI !GARIB,Northern Cape,2021,LGE2021_boundary
NC084,!KHEIS,Northern Cape,2021,LGE2021_boundary
NC085,TSANTSABANE,Northern Cape,2021,LGE2021_boundary
NC086,KGATELOPELE,Northern Cape,2021,LGE2021_boundary
NC087,Dawid Kruiper,Northern Cape,2021,LGE2021_boundary
NC091,Sol Plaatje,Northern Cape,2021,LGE2021_boundary
NC092,Dikgatlong,Northern Cape,2021,LGE2021_boundary
NC093,Magareng,Northern Cape,2021,LGE2021_boundary
NC094,Phokwane,Northern Cape,2021,LGE2021_boundary
NC451,Joe Morolong,Northern Cape,2021,LGE2021_boundary
NC452,GA-SEGONYANA,Northern Cape,2021,LGE2021_boundary
NC453,GAMAGARA,Northern Cape,2021,LGE2021_boundary
CPT,CPT - City of Cape Town,Western Cape,2021,LGE2021_boundary
WC011,Matzikama,Western Cape,2021,LGE2021_boundary
WC012,Cederberg,Western Cape,2021,LGE2021_boundary
WC013,Bergrivier,Western Cape,2021,LGE2021_boundary
WC014,Saldanha Bay,Western Cape,2021,LGE2021_boundary
WC015,Swartland,Western Cape,2021,LGE2021_boundary
WC022,Witzenberg,Western Cape,2021,LGE2021_boundary
WC023,Drakenstein,Western Cape,2021,LGE2021_boundary
WC024,Stellenbosch,Western Cape,2021,LGE2021_boundary
WC025,Breede Valley,Western Cape,2021,LGE2021_boundary
WC026,Langeberg,Western Cape,2021,LGE2021_boundary
WC031,Theewaterskloof,Western Cape,2021,LGE2021_boundary
WC032,Overstrand,Western Cape,2021,LGE2021_boundary
WC033,Cape Agulhas,Western Cape,2021,LGE2021_boundary
WC034,Swellendam,Western Cape,2021,LGE2021_boundary
WC041,Kannaland,Western Cape,2021,LGE2021_boundary
WC042,Hessequa,Western Cape,2021,LGE2021_boundary
WC043,Mossel Bay,Western Cape,2021,LGE2021_boundary
WC044,George,Western Cape,2021,LGE2021_boundary
WC045,Oudtshoorn,Western Cape,2021,LGE2021_boundary
WC047,Bitou,Western Cape,2021,LGE2021_boundary
WC048,Knysna,Western Cape,2021,LGE2021_boundary
WC051,Laingsburg,Western Cape,2021,LGE2021_boundary
WC052,Prince Albert,Western Cape,2021,LGE2021_boundary
WC053,Beaufort West,Western Cape,2021,LGE2021_boundary
Bushbuckridge Local Municipality (MP325),Bushbuckridge,Mpumalanga,2026,MDB2026_boundary
Chief Albert Luthuli Local Municipality (MP301),Chief Albert Luthuli,Mpumalanga,2026,MDB2026_boundary
City of Mbombela Local Municipality (MP326),City of Mbombela,Mpumalanga,2026,MDB2026_boundary
Dipaleseng Local Municipality (MP306),Dipaleseng,Mpumalanga,2026,MDB2026_boundary
Dr JS Moroka Local Municipality (MP316),Dr JS Moroka,Mpumalanga,2026,MDB2026_boundary
Dr Pixley Ka Isaka Seme Local Municipality (MP304),Dr Pixley Ka Isaka Seme,Mpumalanga,2026,MDB2026_boundary
Emakhazeni Local Municipality (MP314),Emakhazeni,Mpumalanga,2026,MDB2026_boundary
Emalahleni Local Municipality (MP312),Emalahleni,Mpumalanga,2026,MDB2026_boundary
Govan Mbeki Local Municipality (MP307),Govan Mbeki,Mpumalanga,2026,MDB2026_boundary
Lekwa Local Municipality (MP305),Lekwa,Mpumalanga,2026,MDB2026_boundary
Mkhondo Local Municipality (MP303),Mkhondo,Mpumalanga,2026,MDB2026_boundary
Msukaligwa Local Municipality (MP302),Msukaligwa,Mpumalanga,2026,MDB2026_boundary
Nkomazi Local Municipality (MP324),Nkomazi,Mpumalanga,2026,MDB2026_boundary
Steve Tshwete Local Municipality (MP313),Steve Tshwete,Mpumalanga,2026,MDB2026_boundary
Thaba Chweu Local Municipality (MP321),Thaba Chweu,Mpumalanga,2026,MDB2026_boundary
Thembisile Hani Local Municipality (MP315),Thembisile Hani,Mpumalanga,2026,MDB2026_boundary
Victor Khanye Local Municipality (MP311),Victor Khanye,Mpumalanga,2026,MDB2026_boundary
